,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,genres,director
441,2019-09-20,Ad Astra 2019,49800000,0,0,0,-49800000,"Adventure,Drama,Mystery",James Gray
442,2015-03-06,Chappie 2015,49000000,31569268,105002056,73432788,56002056,"Action,Crime,Drama",Neill Blomkamp
443,2012-11-16,Anna Karenina 2012,49000000,12816367,71004627,58188260,22004627,"Drama,Romance",Joe Wright
444,2018-11-16,Instant Family 2018,48000000,67363237,119736188,52372951,71736188,"Comedy,Drama",Sean Anders
445,2010-01-22,Tooth Fairy 2010,48000000,60022256,112610386,52588130,64610386,"Comedy,Family,Fantasy",Michael Lembeck
446,2016-07-13,The Infiltrator 2016,47500000,15436808,20718104,5281296,-26781896,"Biography,Crime,Drama",Brad Furman
447,2016-11-11,Arrival 2016,47000000,100546139,203127894,102581755,156127894,"Drama,Mystery,Sci-Fi",Denis Villeneuve
448,2010-06-18,Jonah Hex 2010,47000000,10547117,11022696,475579,-35977304,"Action,Drama,Fantasy",Jimmy Hayward
449,2016-12-23,Silence 2016,46500000,7100177,23726626,16626449,-22773374,"Adventure,Drama,History",Martin Scorsese
450,2013-09-20,Prisoners 2013,46000000,61002302,113402302,52400000,67402302,"Crime,Drama,Mystery",Denis Villeneuve
451,2012-10-05,Taken 2 2012,45000000,139854287,377807404,237953117,332807404,"Action,Thriller",Olivier Megaton
452,2017-12-22,Pitch Perfect 3 2017,45000000,104897530,185736412,80838882,140736412,"Comedy,Music",Trish Sie
453,2011-11-23,The Muppets 2011,45000000,88625922,160971922,72346000,115971922,"Adventure,Comedy,Family",James Bobin
454,2016-10-07,The Girl on the Train 2016,45000000,75395035,174278214,98883179,129278214,"Crime,Drama,Mystery",Tate Taylor
455,2010-03-19,The Bounty Hunter 2010,45000000,67061228,135808837,68747609,90808837,"Action,Comedy,Romance",Andy Tennant
456,2016-12-09,Office Christmas Party 2016,45000000,54767494,91323299,36555805,46323299,Comedy,"Josh Gordon, Will Speck"
457,2012-07-06,Savages 2012,45000000,47323100,82513490,35190390,37513490,"Crime,Drama,Thriller",Oliver Stone
458,2014-05-23,Blended 2014,45000000,46290741,127990741,81700000,82990741,"Comedy,Romance",Frank Coraci
459,2017-06-16,All Eyez on Me 2017,45000000,44922302,54876855,9954553,9876855,"Biography,Drama,Music",Benny Boom
460,2019-05-03,UglyDolls 2019,45000000,19894664,24644664,4750000,-20355336,"Adventure,Animation,Comedy",Kelly Asbury
461,2010-02-19,The Ghost Writer 2010,45000000,15541549,65532491,49990942,20532491,"Drama,Mystery,Thriller",Roman Polanski
462,2012-09-21,Dredd 2012,45000000,13414714,41467606,28052892,-3532394,"Action,Crime,Sci-Fi",Pete Travis
463,2011-10-28,The Rum Diary 2011,45000000,13109815,21544732,8434917,-23455268,"Comedy,Drama",Bruce Robinson
464,2018-12-21,Welcome to Marwen 2018,45000000,10763520,12874922,2111402,-32125078,"Biography,Comedy,Drama",Robert Zemeckis
465,2011-10-21,Johnny English Reborn 2011,45000000,8406711,164640401,156233690,119640401,"Action,Adventure,Comedy",Oliver Parker
466,2012-12-31,Foodfight! 2012,45000000,0,73706,73706,-44926294,"Action,Animation,Comedy",Lawrence Kasanoff
467,2012-10-12,Argo 2012,44500000,136025503,227140757,91115254,182640757,"Biography,Drama,Thriller",Ben Affleck
468,2010-07-30,Charlie St. Cloud 2010,44000000,31206263,48478084,17271821,4478084,"Drama,Fantasy,Romance",Burr Steers
469,2014-02-06,The Interview 2014,44000000,6105175,12342632,6237457,-31657368,Comedy,"Evan Goldberg, Seth Rogen"
470,2013-06-28,The Heat 2013,43000000,159581587,229727774,70146187,186727774,"Action,Comedy,Crime",Paul Feig
471,2011-01-28,The Mechanic 2011,42500000,29121498,76347393,47225895,33847393,"Action,Crime,Thriller",Simon West
472,2012-03-16,21 Jump Street 2012,42000000,138447667,202812429,64364762,160812429,"Action,Comedy,Crime","Phil Lord, Christopher Miller"
473,2017-05-12,Snatched 2017,42000000,45852178,57852177,11999999,15852177,"Action,Adventure,Comedy",Jonathan Levine
474,2012-10-12,Here Comes the Boom 2012,42000000,45290318,73239258,27948940,31239258,"Action,Comedy,Sport",Frank Coraci
475,2011-03-11,Red Riding Hood 2011,42000000,37662162,91678442,54016280,49678442,"Fantasy,Horror,Mystery",Catherine Hardwicke
476,2018-12-25,Holmes & Watson 2018,42000000,30568743,41926605,11357862,-73395,"Adventure,Comedy,Crime",Etan Cohen
477,2012-01-27,One for the Money 2012,42000000,26414527,36197221,9782694,-5802779,"Action,Comedy,Crime",Julie Anne Robinson
478,2012-01-27,Man on a Ledge 2012,42000000,18620000,49621440,31001440,7621440,"Action,Adventure,Crime",Asger Leth
479,2010-12-03,The Warrior's Way 2010,42000000,5666340,8514325,2847985,-33485675,"Action,Fantasy,Western",Sngmoo Lee
480,2019-05-31,Rocketman 2019,41000000,57342725,108642725,51300000,67642725,"Biography,Drama,Music",Dexter Fletcher
481,2011-10-14,The Big Year 2011,41000000,7204138,7684524,480386,-33315476,Comedy,David Frankel
482,2010-06-11,The Karate Kid 2010,40000000,176591618,351774938,175183320,311774938,"Action,Drama,Family",Harald Zwart
483,2015-02-13,Fifty Shades of Grey 2015,40000000,166167230,570998101,404830871,530998101,"Drama,Romance,Thriller",Sam Taylor-Johnson
484,2013-12-13,American Hustle 2013,40000000,150117807,257878294,107760487,217878294,"Crime,Drama",David O. Russell
485,2014-07-25,Lucy 2014,40000000,126573960,457507776,330933816,417507776,"Action,Sci-Fi,Thriller",Luc Besson
486,2013-12-25,Lone Survivor 2013,40000000,125095601,149804632,24709031,109804632,"Action,Biography,Drama",Peter Berg
487,2010-10-01,The Social Network 2010,40000000,96962694,224922135,127959441,184922135,"Biography,Drama",David Fincher
488,2016-01-15,Ride Along 2 2016,40000000,90862685,124827316,33964631,84827316,"Action,Comedy,Crime",Tim Story
489,2015-03-27,Get Hard 2015,40000000,90411453,106511453,16100000,66511453,"Comedy,Crime",Etan Cohen
490,2016-10-14,The Accountant 2016,40000000,86260045,152962083,66702038,112962083,"Action,Crime,Drama",Gavin O'Connor
491,2014-11-14,Dumb and Dumber To 2014,40000000,86208010,156553592,70345582,116553592,"Adventure,Comedy","Bobby Farrelly, Peter Farrelly"
492,2014-04-25,The Other Woman 2014,40000000,83911193,195111193,111200000,155111193,"Comedy,Romance",Nick Cassavetes
493,2015-09-25,The Intern 2015,40000000,75764672,197115710,121351038,157115710,"Comedy,Drama",Nancy Meyers
494,2015-10-16,Bridge of Spies 2015,40000000,72313754,162498338,90184584,122498338,"Drama,History,Thriller",Steven Spielberg
495,2016-11-04,Hacksaw Ridge 2016,40000000,67209615,168904682,101695067,128904682,"Biography,Drama,History",Mel Gibson
496,2011-02-18,Unknown 2011,40000000,63686397,136123083,72436686,96123083,"Action,Mystery,Thriller",Jaume Collet-Serra
497,2010-06-04,Get Him to the Greek 2010,40000000,61153526,91455875,30302349,51455875,"Adventure,Comedy,Music",Nicholas Stoller
498,2011-03-18,The Lincoln Lawyer 2011,40000000,58009200,87145086,29135886,47145086,"Crime,Drama,Thriller",Brad Furman
499,2014-11-26,Horrible Bosses 2 2014,40000000,54445357,105945357,51500000,65945357,"Comedy,Crime",Sean Anders
500,2010-07-09,Predators 2010,40000000,52000688,127234389,75233701,87234389,"Action,Adventure,Sci-Fi",Nimród Antal
501,2012-08-15,The Odd Life of Timothy Green 2012,40000000,51853450,55249159,3395709,15249159,"Comedy,Drama,Family",Peter Hedges
502,2014-06-20,Jersey Boys 2014,40000000,47047013,65282732,18235719,25282732,"Biography,Drama,Music",Clint Eastwood
503,2011-08-12,Final Destination 5 2011,40000000,42587643,155011165,112423522,115011165,Horror,Steven Quale
504,2018-11-16,Widows 2018,40000000,42402632,73866088,31463456,33866088,"Crime,Drama,Thriller",Steve McQueen
505,2014-07-18,Sex Tape 2014,40000000,38543473,126069509,87526036,86069509,"Comedy,Romance",Jake Kasdan
506,2011-04-15,Scream 4 2011,40000000,38180928,95989590,57808662,55989590,"Horror,Mystery",Wes Craven
507,2011-03-18,Paul 2011,40000000,37412945,101162106,63749161,61162106,"Adventure,Comedy,Sci-Fi",Greg Mottola
508,2012-12-19,The Guilt Trip 2012,40000000,37134215,41294674,4160459,1294674,"Comedy,Drama",Anne Fletcher
509,2011-08-26,Colombiana 2011,40000000,36665854,72295262,35629408,32295262,"Action,Drama,Thriller",Olivier Megaton
510,2018-01-12,The Commuter 2018,40000000,36343858,101985431,65641573,61985431,"Action,Mystery,Thriller",Jaume Collet-Serra
511,2011-04-08,Arthur 2011,40000000,33035397,47787943,14752546,7787943,"Comedy,Romance",Jason Winer
512,2016-12-21,Patriots Day 2016,40000000,31886361,52837989,20951628,12837989,"Action,Crime,Drama",Peter Berg
513,2010-11-10,Morning Glory 2010,40000000,31011732,59795070,28783338,19795070,"Comedy,Drama,Romance",Roger Michell
514,2019-05-03,Long Shot 2019,40000000,30202860,43711031,13508171,3711031,"Comedy,Romance",Jonathan Levine
515,2013-12-25,Grudge Match 2013,40000000,29807260,69807260,40000000,29807260,"Comedy,Drama,Sport",Peter Segal
516,2017-08-11,The Nut Job 2: Nutty by Nature 2017,40000000,28370522,57438389,29067867,17438389,"Adventure,Animation,Comedy",Cal Brunker
517,2017-06-30,The House 2017,40000000,25584504,31192425,5607921,-8807575,"Comedy,Crime",Andrew Jay Cohen
518,2011-01-07,Season of the Witch 2011,40000000,24827228,91126600,66299372,51126600,"Action,Adventure,Fantasy",Dominic Sena
519,2016-08-26,Mechanic: Resurrection 2016,40000000,21218403,109738840,88520437,69738840,"Action,Adventure,Thriller",Dennis Gansel
520,2012-02-03,Big Miracle 2012,40000000,20157300,25268680,5111380,-14731320,"Biography,Drama,Family",Ken Kwapis
521,2012-12-21,The Impossible 2012,40000000,19019882,169590606,150570724,129590606,"Drama,History,Thriller",J.A. Bayona
522,2012-03-09,A Thousand Words 2012,40000000,18450127,20790486,2340359,-19209514,"Comedy,Drama",Brian Robbins
523,2015-03-20,The Gunman 2015,40000000,10664749,18594227,7929478,-21405773,"Action,Crime,Drama",Pierre Morel
524,2013-08-16,Paranoia 2013,40000000,7388654,16340767,8952113,-23659233,"Drama,Thriller",Robert Luketic
525,2015-07-10,Baahubali: The Beginning 2015,40000000,6738000,26736665,19998665,-13263335,"Action,Drama",S.S. Rajamouli
526,2018-03-09,The Hurricane Heist 2018,40000000,6115824,30963684,24847860,-9036316,"Action,Adventure,Crime",Rob Cohen
527,2015-11-25,Victor Frankenstein 2015,40000000,5775076,31124367,25349291,-8875633,"Drama,Horror,Sci-Fi",Paul McGuigan
528,2016-11-11,USS Indianapolis: Men of Courage 2016,40000000,0,1663785,1663785,-38336215,"Action,Drama,History",Mario Van Peebles
529,2019-09-13,The Goldfinch 2019,40000000,0,0,0,-40000000,Drama,John Crowley
530,2012-10-05,Frankenweenie 2012,39000000,35287788,81150788,45863000,42150788,"Animation,Comedy,Family",Tim Burton
531,2017-06-02,Captain Underpants: The First Epic Movie 2017,38000000,73921000,126577874,52656874,88577874,"Action,Animation,Comedy",David Soren
532,2015-04-17,Paul Blart: Mall Cop 2 2015,38000000,71091594,107650646,36559052,69650646,"Action,Comedy,Crime",Andy Fickman
533,2016-12-23,Why Him? 2016,38000000,60323786,117425156,57101370,79425156,Comedy,John Hamburg
534,2011-04-22,Water for Elephants 2011,38000000,58709717,116809717,58100000,78809717,"Drama,Romance",Francis Lawrence
535,2010-10-08,Life as We Know It 2010,38000000,53374681,105887837,52513156,67887837,"Comedy,Drama,Romance",Greg Berlanti
536,2013-09-06,Riddick 2013,38000000,42025135,94763758,52738623,56763758,"Action,Adventure,Sci-Fi",David Twohy
537,2016-01-22,The 5th Wave 2016,38000000,34912982,111336398,76423416,73336398,"Action,Adventure,Drama",J Blakeson
538,2013-09-20,Rush 2013,38000000,26947624,98230839,71283215,60230839,"Action,Biography,Drama",Ron Howard
539,2017-10-20,Only the Brave 2017,38000000,18340051,24555177,6215126,-13444823,"Action,Biography,Drama",Joseph Kosinski
540,2011-10-14,The Thing 2011,38000000,16999934,27573078,10573144,-10426922,"Horror,Mystery,Sci-Fi",Matthijs van Heijningen Jr.
541,2018-09-21,The Sisters Brothers 2018,38000000,3143056,13143056,10000000,-24856944,"Adventure,Comedy,Crime",Jacques Audiard
542,2012-05-18,What to Expect When You're Expecting 2012,37500000,41152203,88473016,47320813,50973016,"Comedy,Drama,Romance",Kirk Jones
543,2012-09-14,The Master 2012,37500000,16247159,50647416,34400257,13147416,Drama,Paul Thomas Anderson
544,2013-08-07,We're the Millers 2013,37000000,150394119,267816276,117422157,230816276,"Comedy,Crime",Rawson Marshall Thurber
545,2015-11-25,Creed 2015,37000000,109767581,173567581,63800000,136567581,"Drama,Sport",Ryan Coogler
546,2010-09-17,The Town 2010,37000000,92186262,152566881,60380619,115566881,"Crime,Drama,Thriller",Ben Affleck
547,2011-09-23,Dolphin Tale 2011,37000000,72286779,96068724,23781945,59068724,"Drama,Family",Charles Martin Smith
548,2018-02-23,Game Night 2018,37000000,69179066,117378084,48199018,80378084,"Action,Comedy,Crime","John Francis Daley, Jonathan Goldstein"
549,2010-02-26,Cop Out 2010,37000000,44875481,55909910,11034429,18909910,"Action,Comedy,Crime",Kevin Smith
550,2011-01-28,The Rite 2011,37000000,33047633,97143987,64096354,60143987,"Drama,Horror,Mystery",Mikael Håfström
551,2015-05-29,Aloha 2015,37000000,21052030,25387091,4335061,-11612909,"Comedy,Drama,Romance",Cameron Crowe
552,2010-03-26,Hot Tub Time Machine 2010,36000000,50269859,65967750,15697891,29967750,"Comedy,Sci-Fi",Steve Pink
553,2014-09-12,Dolphin Tale 2 2014,36000000,42024533,57824533,15800000,21824533,"Drama,Family",Charles Martin Smith
554,2016-12-16,Collateral Beauty 2016,36000000,31016021,85309093,54293072,49309093,"Drama,Romance",David Frankel
555,2011-05-06,There Be Dragons 2011,36000000,1069334,4020990,2951656,-31979010,"Biography,Drama,War",Roland Joffé
556,2017-09-08,It 2017,35000000,327481748,697457969,369976221,662457969,"Horror,Thriller",Andy Muschietti
557,2010-12-22,True Grit 2010,35000000,171243005,252276928,81033923,217276928,"Adventure,Drama,Western","Ethan Coen, Joel Coen"
558,2013-02-08,Identity Thief 2013,35000000,134506920,175361578,40854658,140361578,"Adventure,Comedy,Crime",Seth Gordon
559,2011-07-08,Horrible Bosses 2011,35000000,117538559,212417601,94879042,177417601,"Comedy,Crime",Seth Gordon
560,2015-07-17,Trainwreck 2015,35000000,110212700,141123897,30911197,106123897,"Comedy,Drama,Romance",Judd Apatow
561,2013-12-13,Saving Mr. Banks 2013,35000000,83299761,114962525,31662764,79962525,"Biography,Comedy,Drama",John Lee Hancock
562,2010-04-30,A Nightmare on Elm Street 2010,35000000,63075011,117729621,54654610,82729621,"Crime,Drama,Horror",Samuel Bayer
563,2010-10-08,Secretariat 2010,35000000,59699513,60376247,676734,25376247,"Biography,Drama,Family",Randall Wallace
564,2011-07-22,Friends with Benefits 2011,35000000,55802754,146595891,90793137,111595891,"Comedy,Romance",Will Gluck
565,2016-05-20,Neighbors 2: Sorority Rising 2016,35000000,55340730,108757621,53416891,73757621,Comedy,Nicholas Stoller
566,2018-06-29,Sicario: Day of the Soldado 2018,35000000,50065850,75885196,25819346,40885196,"Action,Crime,Drama",Stefano Sollima
567,2015-05-22,Poltergeist 2015,35000000,47425125,95713069,48287944,60713069,"Horror,Thriller",Gil Kenan
568,2018-10-12,Goosebumps 2: Haunted Halloween 2018,35000000,46697321,93291478,46594157,58291478,"Adventure,Comedy,Family",Ari Sandel
569,2018-01-19,12 Strong 2018,35000000,45819713,71118378,25298665,36118378,"Action,Drama,History",Nicolai Fuglsig
570,2011-05-06,Something Borrowed 2011,35000000,39046489,65084116,26037627,30084116,"Comedy,Drama,Romance",Luke Greenfield
571,2011-10-28,In Time 2011,35000000,37553932,165103952,127550020,130103952,"Action,Crime,Drama",Andrew Niccol
572,2010-04-23,The Back-up Plan 2010,35000000,37490007,75281179,37791172,40281179,"Comedy,Romance",Alan Poul
573,2011-11-09,J. Edgar 2011,35000000,37306030,84606030,47300000,49606030,"Biography,Crime,Drama",Clint Eastwood
574,2018-08-17,Mile 22 2018,35000000,36108758,66295121,30186363,31295121,"Action,Adventure,Thriller",Peter Berg
575,2015-05-08,Hot Pursuit 2015,35000000,34580201,45671512,11091311,10671512,"Action,Comedy,Crime",Anne Fletcher
576,2015-12-25,Concussion 2015,35000000,34531832,50363790,15831958,15363790,"Biography,Drama,Sport",Peter Landesman
577,2017-10-13,The Foreigner 2017,35000000,34393507,140783360,106389853,105783360,"Action,Thriller",Martin Campbell
578,2018-06-01,Adrift 2018,35000000,31445011,57897191,26452180,22897191,"Action,Adventure,Biography",Baltasar Kormákur
579,2011-09-23,Abduction 2011,35000000,28087155,86648359,58561204,51648359,"Action,Mystery,Thriller",John Singleton
581,2012-10-19,Alex Cross 2012,35000000,25888412,35426759,9538347,426759,"Action,Crime,Mystery",Rob Cohen
582,2016-03-04,Whiskey Tango Foxtrot 2016,35000000,23083334,25350747,2267413,-9649253,"Biography,Comedy,Drama","John Requa, Glenn Ficarra"
583,2015-08-21,Hitman: Agent 47 2015,35000000,22467450,82182803,59715353,47182803,"Action,Adventure,Crime",Aleksander Bach
584,2012-08-24,Premium Rush 2012,35000000,20275446,31393201,11117755,-3606799,"Action,Crime,Thriller",David Koepp
585,2013-01-18,Broken City 2013,35000000,19701164,34480045,14778881,-519955,"Crime,Drama,Thriller",Allen Hughes
586,2010-04-30,Furry Vengeance 2010,35000000,17630465,39340177,21709712,4340177,"Comedy,Family",Roger Kumble
587,2013-01-25,Parker 2013,35000000,17616641,48543388,30926747,13543388,"Action,Crime,Thriller",Taylor Hackford
588,2011-05-27,The Tree of Life 2011,35000000,13305665,61721826,48416161,26721826,"Drama,Fantasy",Terrence Malick
589,2014-03-28,Sabotage 2014,35000000,10508518,18376443,7867925,-16623557,"Action,Crime,Drama",David Ayer
590,2015-03-06,Unfinished Business 2015,35000000,10219501,13214051,2994550,-21785949,"Comedy,Drama",Ken Scott
591,2015-09-30,The Walk 2015,35000000,10161183,61492104,51330921,26492104,"Crime,Thriller",Timothy Fielding
593,2013-11-29,Mandela: Long Walk to Freedom 2013,35000000,8323085,29890402,21567317,-5109598,"Biography,Drama,History",Justin Chadwick
594,2016-03-11,The Brothers Grimsby 2016,35000000,6864016,28720470,21856454,-6279530,"Action,Adventure,Comedy",Louis Leterrier
595,2017-10-20,The Snowman 2017,35000000,6670765,43226146,36555381,8226146,"Crime,Drama,Mystery",Tomas Alfredson
596,2016-04-22,A Hologram for the King 2016,35000000,4212494,11846010,7633516,-23153990,"Comedy,Drama,Romance",Tom Tykwer
597,2012-09-14,Stolen 2012,35000000,289773,17967746,17677973,-17032254,"Action,Crime,Thriller",Simon West
598,2011-10-14,Trespass 2011,35000000,16816,786532,769716,-34213468,"Crime,Drama,Thriller",Joel Schumacher
599,2011-12-25,The Darkest Hour 2011,34800000,21443494,62831715,41388221,28031715,"Action,Adventure,Horror",Chris Gorak
600,2017-06-28,Baby Driver 2017,34000000,107825862,228104185,120278323,194104185,"Action,Crime,Drama",Edgar Wright
601,2014-09-19,The Maze Runner 2014,34000000,102427862,348319861,245891999,314319861,"Action,Mystery,Sci-Fi",Wes Ball
602,2015-04-10,The Longest Ride 2015,34000000,37446117,63802928,26356811,29802928,"Drama,Romance",George Tillman Jr.
603,2018-08-03,The Darkest Minds 2018,34000000,12695691,38361428,25665737,4361428,"Action,Adventure,Drama",Jennifer Yuh Nelson
604,2016-07-08,Mike and Dave Need Wedding Dates 2016,33000000,46009673,75898100,29888427,42898100,"Adventure,Comedy,Romance",Jake Szymanski
605,2012-07-27,Step Up Revolution 2012,33000000,35074677,165552290,130477613,132552290,"Drama,Music,Romance",Scott Speer
606,2012-04-27,Safe 2012,33000000,17142080,41495213,24353133,8495213,"Action,Crime,Thriller",Boaz Yakin
607,2015-10-30,Freaks of Nature 2015,33000000,70958,70958,0,-32929042,"Comedy,Horror,Sci-Fi",Robbie Pickering
608,2011-05-13,Bridesmaids 2011,32500000,169211718,289632023,120420305,257132023,"Comedy,Romance",Paul Feig
609,2013-04-26,The Big Wedding 2013,32500000,21819348,48425971,26606623,15925971,"Comedy,Drama,Romance",Justin Zackham
610,2012-02-24,Wanderlust 2012,32500000,17288155,24159934,6871779,-8340066,"Comedy,Romance",David Wain
611,2010-08-27,Takers 2010,32000000,57744720,70587268,12842548,38587268,"Action,Crime,Thriller",John Luessenhop
612,2011-04-01,Source Code 2011,32000000,54712227,140428499,85716272,108428499,"Action,Drama,Sci-Fi",Duncan Jones
613,2018-04-20,I Feel Pretty 2018,32000000,48795601,91553797,42758196,59553797,"Comedy,Romance","Marc Silverstein, Abby Kohn"
614,2011-02-18,"Big Mommas: Like Father, Like Son 2011",32000000,37915414,82332450,44417036,50332450,"Action,Comedy,Crime",John Whitesell
615,2013-03-15,The Incredible Burt Wonderstone 2013,32000000,22537881,27392609,4854728,-4607391,"Adventure,Comedy,Fantasy",Don Scardino
616,2018-10-12,Bad Times at the El Royale 2018,32000000,17839115,29204379,11365264,-2795621,"Crime,Drama,Mystery",Drew Goddard
617,2010-09-03,Going the Distance 2010,32000000,17804299,43603990,25799691,11603990,"Comedy,Romance",Nanette Burstein
618,2010-03-19,Repo Men 2010,32000000,13942007,18195238,4253231,-13804762,"Action,Crime,Sci-Fi",Miguel Sapochnik
619,2016-04-15,Criminal 2016,31500000,14708696,38771262,24062566,7271262,"Action,Crime,Drama",Ariel Vromen
620,2013-04-12,42 2013,31000000,95020213,97470701,2450488,66470701,"Biography,Drama,Sport",Brian Helgeland
621,2012-11-02,Flight 2012,31000000,93772375,160558438,66786063,129558438,"Drama,Thriller",Robert Zemeckis
622,2014-03-07,The Grand Budapest Hotel 2014,31000000,59076019,163981261,104905242,132981261,"Adventure,Comedy,Crime",Wes Anderson
623,2015-07-29,Vacation 2015,31000000,58884188,102306500,43422312,71306500,"Adventure,Comedy","John Francis Daley, Jonathan Goldstein"
624,2010-01-22,Extraordinary Measures 2010,31000000,12482741,15826984,3344243,-15173016,Drama,Tom Vaughan
625,2018-08-15,Crazy Rich Asians 2018,30000000,174532921,238099711,63566790,208099711,"Comedy,Romance",Jon M. Chu
626,2012-02-10,The Vow 2012,30000000,125014030,197618160,72604130,167618160,"Drama,Romance",Michael Sucsy
627,2013-08-16,Lee Daniels' The Butler 2013,30000000,116632095,177025498,60393403,147025498,"Biography,Drama",Lee Daniels
628,2015-12-18,Sisters 2015,30000000,87044645,106030660,18986015,76030660,Comedy,Jason Moore
630,2012-09-28,Looper 2012,30000000,66486205,170466405,103980200,140466405,"Action,Crime,Drama",Rian Johnson
631,2013-02-01,Warm Bodies 2013,30000000,66380662,115121608,48740946,85121608,"Comedy,Horror,Romance",Jonathan Levine
632,2014-01-17,The Nut Job 2014,30000000,64251538,122529966,58278428,92529966,"Adventure,Animation,Comedy",Peter Lepeniotis
633,2012-08-08,Hope Springs 2012,30000000,63536011,133085295,69549284,103085295,"Comedy,Drama,Romance",David Frankel
634,2011-05-20,Midnight in Paris 2011,30000000,56816662,162502774,105686112,132502774,"Comedy,Fantasy,Romance",Woody Allen
635,2017-11-22,Darkest Hour 2017,30000000,56443120,150807172,94364052,120807172,"Biography,Drama,History",Joe Wright
636,2018-05-11,Life of the Party 2018,30000000,53059911,65759911,12700000,35759911,Comedy,Ben Falcone
637,2010-05-14,Letters to Juliet 2010,30000000,53032453,82148538,29116085,52148538,"Adventure,Comedy,Drama",Gary Winick
638,2015-07-24,Southpaw 2015,30000000,52421953,94156456,41734503,64156456,"Drama,Sport",Antoine Fuqua
639,2017-07-28,Atomic Blonde 2017,30000000,51573925,98345423,46771498,68345423,"Action,Mystery,Thriller",David Leitch
640,2015-09-18,Sicario 2015,30000000,46889293,84393749,37504456,54393749,"Action,Crime,Drama",Denis Villeneuve
641,2018-01-19,Den of Thieves 2018,30000000,44947622,80131391,35183769,50131391,"Action,Crime,Drama",Christian Gudegast
642,2012-04-13,The Three Stooges 2012,30000000,44338224,54052249,9714025,24052249,"Comedy,Family","Bobby Farrelly, Peter Farrelly"
643,2014-10-24,John Wick 2014,30000000,43037835,76235001,33197166,46235001,"Action,Crime,Thriller","David Leitch, Chad Stahelski"
644,2015-04-24,The Age of Adaline 2015,30000000,42629776,68984536,26354760,38984536,"Drama,Fantasy,Romance",Lee Toland Krieger
645,2010-08-06,Step Up 3D 2010,30000000,42400223,165889117,123488894,135889117,"Drama,Music,Romance",Jon M. Chu
646,2011-04-08,Hanna 2011,30000000,40259119,65343694,25084575,35343694,"Action,Drama,Thriller",Joe Wright
647,2013-09-13,The Family 2013,30000000,36918811,51078541,14159730,21078541,"Comedy,Crime,Thriller",Luc Besson
649,2018-02-09,The 15:17 to Paris 2018,30000000,36276286,56096200,19819914,26096200,"Biography,Drama,Thriller",Clint Eastwood
650,2011-07-01,Larry Crowne 2011,30000000,35608245,61449135,25840890,31449135,"Comedy,Drama,Romance",Tom Hanks
651,2013-10-18,Carrie 2013,30000000,35266619,82409520,47142901,52409520,"Drama,Horror",Kimberly Peirce
652,2018-03-02,Death Wish 2018,30000000,34017028,48575965,14558937,18575965,"Action,Crime,Drama",Eli Roth
653,2015-06-03,Entourage 2015,30000000,32363404,46438538,14075134,16438538,Comedy,Doug Ellin
654,2013-02-08,Side Effects 2013,30000000,32172757,66742138,34569381,36742138,"Crime,Drama,Mystery",Steven Soderbergh
655,2014-07-02,Deliver Us from Evil 2014,30000000,30577122,87956618,57379496,57956618,"Horror,Mystery,Thriller",Scott Derrickson
656,2014-08-01,Get on Up 2014,30000000,30569935,33339868,2769933,3339868,"Biography,Drama,Music",Tate Taylor
657,2012-04-27,The Five-Year Engagement 2012,30000000,28700285,61623819,32923534,31623819,"Comedy,Romance",Nicholas Stoller
658,2011-07-15,Winnie the Pooh 2011,30000000,26692846,50145607,23452761,20145607,"Adventure,Animation,Comedy","Don Hall, Stephen J. Anderson"
659,2018-09-14,White Boy Rick 2018,30000000,24004833,25947983,1943150,-4052017,"Crime,Drama",Yann Demange
660,2011-02-04,Sanctum 2011,30000000,23209310,108957098,85747788,78957098,"Adventure,Drama,Thriller",Alister Grierson
661,2010-11-19,The Next Three Days 2010,30000000,21148651,67255916,46107265,37255916,"Action,Crime,Drama",Paul Haggis
662,2018-01-12,Proud Mary 2018,30000000,20868638,21709539,840901,-8290461,"Action,Crime,Drama",Babak Najafi
663,2013-10-04,Runner Runner 2013,30000000,19316646,60512680,41196034,30512680,"Crime,Thriller",Brad Furman
664,2017-04-28,Baahubali 2: The Conclusion 2017,30000000,18985794,263502914,244517120,233502914,"Action,Drama",S.S. Rajamouli
665,2011-08-19,Fright Night 2011,30000000,18298649,40520649,22222000,10520649,"Comedy,Horror",Craig Gillespie
666,2015-10-09,Steve Jobs 2015,30000000,17766658,35579007,17812349,5579007,"Biography,Drama",Danny Boyle
667,2013-01-18,The Last Stand 2013,30000000,12050299,48330757,36280458,18330757,"Action,Thriller",Jee-woon Kim
668,2013-03-08,Dead Man Down 2013,30000000,10895295,19599974,8704679,-10400026,"Action,Crime,Drama",Niels Arden Oplev
669,2017-02-03,The Space Between Us 2017,30000000,7885294,16481405,8596111,-13518595,"Adventure,Drama,Romance",Peter Chelsom
670,2018-08-31,Kin 2018,30000000,5718096,10096821,4378725,-19903179,"Action,Drama,Sci-Fi","Jonathan Baker, Josh Baker"
671,2017-09-22,Stronger 2017,30000000,4211129,8786752,4575623,-21213248,"Biography,Drama",David Gordon Green
673,2019-06-14,Shaft 2019,30000000,600000,600000,0,-29400000,"Action,Comedy,Crime",Tim Story
